District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50
485,GUJARAT,Dohad,2127086,1068651,1058435,1007171,599035,408136,999124,540881,458243,214098,392739,114168,156556,95794,41458,1402616,467115,252153
486,GUJARAT,Vadodara,4165626,2153736,2011890,2893080,1614087,1278993,1693473,1233312,460161,396624,865726,457662,504732,268451,314960,2213474,1190041,733710
487,GUJARAT,Narmada,590297,301086,289211,370336,211767,158569,294795,174282,120513,76197,146661,58188,52687,28396,14748,336830,157910,93466
488,GUJARAT,Bharuch,1551019,805707,745312,1118276,623047,495229,627124,468919,158205,161675,367060,164765,188539,83895,74380,844298,442523,254728
489,GUJARAT,The Dangs,228291,113821,114470,140968,77314,63654,118257,61329,56928,43639,59954,17736,14872,7560,3490,146095,51821,30027
490,GUJARAT,Navsari,1329672,678165,651507,1001909,539471,462438,591834,407881,183953,145678,266733,140235,190861,112460,85041,673014,390349,258957
491,GUJARAT,Valsad,1705678,887222,818456,1170657,655528,515129,743245,516188,227057,165459,303197,171712,212318,123281,90912,944532,485874,259906
492,GUJARAT,Surat,6081322,3402224,2679098,4571410,2687468,1883942,2553542,2142819,410723,566242,1332690,807021,896927,433651,379505,3563443,1740746,723415
493,GUJARAT,Tapi,807022,402188,404834,490036,269007,221029,450902,251049,199853,84559,174139,75545,86580,49482,31743,422047,235019,144575
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
494,DAMAN AND DIU,Diu,52074,25642,26432,38058,20327,17731,15750,12932,2818,1872,7668,8545,9051,4367,1906,30475,13932,7599
495,DAMAN AND DIU,Daman,191173,124659,66514,150348,104316,46032,105521,94502,11019,8957,28094,30406,26991,14170,9128,122589,52868,15428
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
496,DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709,193760,149949,223230,142521,80709,157161,119293,37868,24701,69140,32004,37809,22700,19655,225103,87888,30346
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
497,MAHARASHTRA,Nandurbar,1648295,833170,815125,906509,512099,394410,792065,442898,349167,166664,218718,121404,160961,113019,58461,1011352,390419,241534
498,MAHARASHTRA,Dhule,2050862,1054031,996831,1293916,723388,570528,936370,570448,365922,200494,323641,208571,290656,182739,114931,1167569,513908,350747
499,MAHARASHTRA,Jalgaon,4229917,2197365,2032552,2891882,1629223,1262659,1863571,1186472,677099,482462,735730,532587,627198,375643,229987,2352671,1080237,763529
500,MAHARASHTRA,Buldana,2586258,1337560,1248698,1879874,1048892,830982,1219641,734024,485617,315408,457067,400342,406379,228266,113783,1467457,641840,473071
501,MAHARASHTRA,Akola,1813906,932334,881572,1411281,758977,652304,768154,520362,247792,231841,328367,275264,291391,205723,112574,998769,483200,327932
502,MAHARASHTRA,Washim,1197160,620302,576858,869917,487703,382214,569792,340353,229439,166509,238985,160331,162762,116032,47865,682919,302425,210185
503,MAHARASHTRA,Amravati,2888445,1480768,1407677,2251875,1207104,1044771,1236322,837577,398745,326195,468853,463051,525116,346876,203273,1540590,783549,553265
504,MAHARASHTRA,Wardha,1300774,668385,632389,1019458,552617,466841,608235,392316,215919,140470,186781,201471,225208,158055,93772,659540,370227,270107
505,MAHARASHTRA,Nagpur,4653570,2384975,2268595,3673808,1959220,1714588,1868560,1334211,534349,325084,666693,812381,790443,542228,493236,2460820,1361821,818467
506,MAHARASHTRA,Bhandara,1200334,605520,594814,899860,488709,411151,597305,345054,252251,115150,187870,208902,204435,153749,67061,626978,333120,232754
507,MAHARASHTRA,Gondiya,1322507,661554,660953,1004243,542837,461406,665419,383151,282268,138457,237888,231153,225595,159570,57923,704214,371908,244111
508,MAHARASHTRA,Gadchiroli,1072942,541328,531614,708365,395110,313255,584237,323338,260899,108850,145767,139482,140345,95911,35809,605217,289448,175518
509,MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1578615,872565,706050,1058172,648565,409607,243773,316192,337320,351610,241179,126488,1163802,629890,403719
510,MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2022574,1115980,906594,1355999,815475,540524,391944,562739,382001,389924,245819,123074,1549263,733258,483813
511,MAHARASHTRA,Nanded,3361292,1730075,1631217,2189425,1255222,934203,1493953,925232,568721,416869,691348,368723,416761,255650,156225,2008314,809135,535827
512,MAHARASHTRA,Hingoli,1177345,606294,571051,790743,450551,340192,569182,330903,238279,175736,266649,127246,136075,74544,38698,692117,281905,201828
513,MAHARASHTRA,Parbhani,1836086,942870,893216,1157814,666291,491523,822797,501422,321375,229217,396713,204316,229103,116041,81333,1078349,436486,313455
514,MAHARASHTRA,Jalna,1959046,1011473,947573,1195523,699428,496095,930886,545030,385856,271061,422207,218189,225331,120715,64060,1150104,454836,341479
515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,1575079,1015864,559215,381695,686271,422964,537936,310762,253253,2211996,909771,571932
516,MAHARASHTRA,Nashik,6107187,3157186,2950001,4345366,2397538,1947828,2763328,1746286,1017042,544346,1038955,851714,830070,485052,373100,3580633,1567252,948469
517,MAHARASHTRA,Thane,11060148,5865078,5195070,8227161,4591396,3635765,4492767,3363123,1129644,712171,1530916,1588196,1751284,1080597,961719,6184519,3241888,1579921
518,MAHARASHTRA,Mumbai Suburban,9356962,5031323,4325639,7575485,4223029,3352456,3735021,2944322,790699,512268,1140066,1628031,1914168,1091433,1183117,4936360,2812001,1575566
519,MAHARASHTRA,Mumbai,3085411,1684608,1400803,2509022,1410680,1098342,1284396,1021009,263387,118967,399792,603937,665263,378764,343374,1553005,933586,583243
520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1059692,880302,1072969,753843,319126,231263,407662,335886,441072,221410,204507,1414154,748339,462741
521,MAHARASHTRA,Pune,9429408,4924105,4505303,7171723,3940210,3231513,4048993,2809816,1239177,559840,1234549,1383055,1414563,867256,1086650,5184734,2624165,1586132
522,MAHARASHTRA,Ahmadnagar,4543159,2342825,2200334,3151890,1773355,1378535,2204590,1300309,904281,483996,833691,580959,745895,411908,315842,2496560,1166245,865139
523,MAHARASHTRA,Bid,2585049,1349106,1235943,1718507,987185,731322,1255548,727819,527729,309704,436446,280800,316758,206530,129996,1473882,614615,494436
524,MAHARASHTRA,Latur,2454196,1273140,1181056,1650672,932432,718240,1046857,670018,376839,268627,423711,296910,380344,224998,153256,1406364,584243,453229
525,MAHARASHTRA,Osmanabad,1657576,861535,796041,1137810,644304,493506,773916,473795,300121,183972,300965,201646,260772,139479,96847,917343,393539,343021
526,MAHARASHTRA,Solapur,4317756,2227852,2089904,2910676,1651266,1259410,1898395,1206933,691462,390337,788150,535848,643327,328020,236302,2402794,1089900,809935
527,MAHARASHTRA,Satara,3003741,1510842,1492899,2225694,1201034,1024660,1354947,844805,510142,288427,495822,407977,556706,299993,243457,1517324,800492,671702
528,MAHARASHTRA,Ratnagiri,1615069,761121,853948,1199392,619012,580380,714076,407008,307068,163025,378554,269872,247257,111600,65700,777431,438905,396967
529,MAHARASHTRA,Sindhudurg,849651,417332,432319,666067,348289,317778,347178,229676,117502,86480,165284,134734,175070,89023,48418,382024,242296,222963
530,MAHARASHTRA,Kolhapur,3876001,1980658,1895343,2825845,1559760,1266085,1704054,1125204,578850,321457,622362,487227,698604,395234,335413,1972486,1084858,801590
531,MAHARASHTRA,Sangli,2822143,1435728,1386415,2049467,1121550,927917,1215104,800214,414890,208511,507318,459156,453404,244804,214003,1450907,752303,603739
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,856350,626997,1323667,748939,574728,232470,344167,281752,225957,143143,100226,1536378,704551,422522
533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,790214,599596,1261076,684320,576756,269487,421399,338668,396396,223365,141850,1399773,676401,437573
534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1257238,949591,1876768,1049463,827305,340372,453505,482842,463403,293493,256633,1940234,1031735,728494
535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,953406,683731,1442203,837874,604329,324267,503713,481984,373729,201928,127493,1735769,779738,509368
536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1542688,1349467,1413297,1045585,367712,230962,596591,685215,811501,517425,558090,2249130,1068243,542669
537,ANDHRA PRADESH,Rangareddy,5296741,2701008,2595733,3538028,1948784,1589244,2196078,1488916,707162,457916,756588,809283,821821,598940,740896,2966988,1455864,738037
538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,1158386,782260,2082501,1140067,942434,419379,596134,441585,308575,169083,98227,2360874,1027525,637430
539,ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,2001019,1160757,840262,1741693,976428,765265,369537,518669,471233,367424,238695,196134,1932349,897137,651748
540,ANDHRA PRADESH,Warangal,3512576,1759281,1753295,2065023,1179790,885233,1705655,960926,744729,314252,457529,454322,430242,279234,248942,1891954,941452,664872
541,ANDHRA PRADESH,Khammam,2797370,1390988,1406382,1630234,901640,728594,1410062,802906,607156,295639,346118,329630,238811,154774,160804,1530602,774583,477955
542,ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,1495381,857824,637557,1290288,766483,523805,291793,348354,319244,251521,146721,121213,1423119,747385,528736
543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,707503,530885,1157962,679289,478673,250446,300057,257468,186576,115144,103591,1206366,666394,451469
544,ANDHRA PRADESH,Visakhapatnam,4290589,2138910,2151679,2568249,1422878,1145371,1889879,1239064,650815,414636,568178,649271,541942,329770,289734,2274553,1245627,716066
545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,1716933,1571644,2093681,1545831,547850,669420,947606,797497,521562,271809,263023,2724328,1478954,948122
546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1379223,1273166,1773112,1199338,573774,595331,718960,585595,415178,215863,207586,2051513,1127764,755533
547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,1598959,1410759,2048880,1327299,721581,618101,692968,630603,531821,312753,328454,2340943,1284630,833959
548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,1634726,1325715,2381624,1442370,939254,736270,845810,674957,453446,246580,221924,2583462,1371811,928462
549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1107686,796749,1700567,991842,708725,489805,495556,368919,249034,142026,133627,1832695,917391,641707
550,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557,1492974,1470583,1832189,1011922,820267,1314561,859880,454681,437438,451130,370710,267243,161031,148394,1574713,840448,544022
551,ANDHRA PRADESH,Y.S.R.,2882469,1451777,1430692,1716766,994699,722067,1320404,823886,496518,408650,509166,413364,258798,140145,116330,1553667,793583,530412
552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,1246369,880792,2029425,1164122,865303,521327,672951,466940,271828,152453,115504,2368684,1053618,609027
553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,1338474,972486,2036166,1208544,827622,462273,720357,582075,331793,162175,144915,2189396,1104565,739612
554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1484794,1183084,1933357,1202223,731134,522961,770836,673197,548336,265199,246409,2148179,1159053,807430
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
555,KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,1725548,1326484,2105668,1372422,733246,544564,1057297,609600,532584,279583,201884,2669348,1251116,857143
556,KARNATAKA,Bagalkot,1889752,950111,939641,1113412,641388,472024,818081,511575,306506,242336,385986,147397,171505,115095,82319,1123443,465706,299774
557,KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,730566,517702,927722,580111,347611,246391,430477,143199,182756,129109,96990,1295274,527085,353549
558,KARNATAKA,Bidar,1703300,870665,832635,1042673,597198,445475,702608,459050,243558,188998,474921,194233,181076,105347,54900,1018195,397120,287271
559,KARNATAKA,Raichur,1928812,964511,964301,979769,577213,402556,903413,530373,373040,147743,385673,163709,153346,82082,50463,1196670,465173,265810
560,KARNATAKA,Koppal,1389920,699926,689994,809085,468785,340300,654766,387974,266792,222140,357098,127605,113028,72243,43967,855430,330393,202984
561,KARNATAKA,Gadag,1064570,537147,527423,700177,397178,302999,495722,310412,185310,121615,244640,112703,105150,63816,42053,601578,279069,183409
562,KARNATAKA,Dharwad,1847023,937206,909817,1301664,711776,589888,784833,543776,241057,252596,383041,185530,227113,143453,137768,1017935,505688,322577
563,KARNATAKA,Uttara Kannada,1437169,726256,710913,1081906,582099,499807,608526,430565,177961,198632,338390,183534,210270,108521,94767,742281,412649,281542
564,KARNATAKA,Haveri,1597668,819128,778540,1085443,603793,481650,730066,490731,239335,240925,430529,201965,158442,84357,55310,904453,426094,266586
565,KARNATAKA,Bellary,2452595,1236954,1215641,1421621,813440,608181,1116880,703258,413622,275785,529576,219702,203139,121453,89475,1487013,617276,346905
566,KARNATAKA,Chitradurga,1659456,840843,818613,1087392,607188,480204,856587,513311,343276,188329,332648,196470,217567,132435,75262,891230,460057,306412
567,KARNATAKA,Davanagere,1945497,986400,959097,1308540,720637,587903,875207,585639,289568,242130,446793,206686,269748,154781,123863,1068518,538551,336173
568,KARNATAKA,Shimoga,1752753,877415,875338,1263016,674938,588078,780598,534487,246111,191641,385978,292481,251095,132138,111753,913150,513297,325542
569,KARNATAKA,Udupi,1177361,562131,615230,926429,465704,460725,513241,335399,177842,142493,286193,176260,178094,109663,107279,559565,340903,276234
570,KARNATAKA,Chikmagalur,1137961,566622,571339,818345,438257,380088,565774,357889,207885,114570,257550,160083,177585,96470,72420,564994,341380,230864
571,KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1006024,807367,1354646,837512,517134,270373,500593,386998,423738,213588,143735,1351461,760936,564196
572,KARNATAKA,Bangalore,9621551,5022661,4598890,7512276,4078041,3434235,4246927,3115361,1131566,599794,1509693,1629870,2018079,1196965,1733274,5275666,2909575,1424195
573,KARNATAKA,Mandya,1805769,905085,900684,1149649,638668,510981,871408,575203,296205,145178,309476,226552,308624,157839,102838,902307,527236,375100
574,KARNATAKA,Hassan,1776421,883667,892754,1225256,668836,556420,903580,560452,343128,182255,354480,232531,292369,147837,103152,877340,522039,375918
575,KARNATAKA,Dakshina Kannada,2089649,1034714,1054935,1666323,864019,802304,997721,620903,376818,191317,520715,296110,309141,178989,185916,1072417,608450,407902
576,KARNATAKA,Kodagu,554519,274608,279911,412877,215302,197575,278938,172100,106838,51287,111562,75291,86232,54939,43225,276918,163360,113919
577,KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1063766,898414,1314268,921803,392465,207091,537686,404565,452412,222230,212541,1580116,865220,553705
578,KARNATAKA,Chamarajanagar,1020791,512231,508560,565279,312957,252322,481693,324326,157367,82487,204765,132421,109361,57053,34799,519046,294903,206003
579,KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,828359,599009,1087028,680001,407027,177860,579057,270622,290570,153746,104256,1570719,604665,388935
580,KARNATAKA,Yadgir,1174271,590329,583942,510003,306751,203252,547696,317135,230561,98481,204926,77942,73599,40104,27728,738451,267222,168186
581,KARNATAKA,Kolar,1536401,776396,760005,1016219,564110,452109,717872,454048,263824,138015,289841,228422,225498,107929,71422,841499,419380,274240
582,KARNATAKA,Chikkaballapura,1255104,636437,618667,783222,442158,341064,639778,384452,255326,100059,219778,193549,187040,80928,55056,666451,350299,236864
583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,385311,303438,459891,315499,144392,100770,168165,126285,166677,82235,51015,535765,278153,176083
584,KARNATAKA,Ramanagara,1082636,548008,534628,674758,378461,296297,531459,344349,187110,98447,187673,119218,155358,77233,46318,559082,297330,224785
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
585,GOA,North Goa,818008,416677,401331,663060,351738,311322,327658,239125,88533,40968,101521,148792,153887,87513,86781,380926,260533,175035
586,GOA,South Goa,640537,322463,318074,502427,264085,238342,249590,180411,69179,29874,73039,119869,108989,64786,57460,314480,194872,130605
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
587,LAKSHADWEEP,Lakshadweep,64473,33123,31350,52553,28023,24530,18753,15318,3435,5641,13391,13836,13997,6642,3491,33877,19244,11237
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
588,KERALA,Kasaragod,1307375,628613,678762,1037492,516476,521016,462998,325095,137903,115476,268084,230416,238900,122657,76192,688763,369883,246975
589,KERALA,Kannur,2523003,1181446,1341557,2138434,1012956,1125478,824116,609377,214739,204713,487016,491844,540383,308670,217203,1187177,741984,588081
590,KERALA,Wayanad,817420,401684,415736,645585,328136,317449,340077,228639,111438,65326,144896,137227,184266,87042,51111,412806,246590,157326
591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,1266939,1348504,948981,752333,196648,247996,564392,647221,630818,351267,250117,1487644,909581,686109
592,KERALA,Malappuram,4112920,1960328,2152592,3311315,1597404,1713911,1062424,898157,164267,415601,770417,814285,933793,392867,203779,2406005,1041361,662311
593,KERALA,Palakkad,2809934,1359478,1450456,2239492,1122600,1116892,1042340,746121,296219,249198,492864,608176,572412,232109,180540,1395222,802611,608966
594,KERALA,Thrissur,3121200,1480763,1640437,2678548,1282261,1396287,1095727,789511,306216,222627,445696,524387,821831,362657,338600,1394214,931841,792182
595,KERALA,Ernakulam,3282388,1619557,1662831,2855676,1425723,1429953,1249343,913249,336094,212263,446380,554817,702511,389793,429880,1396968,1024720,858010
596,KERALA,Idukki,1108974,552808,556166,923010,471881,451129,516363,331710,184653,79149,166604,209398,261237,136428,86136,494456,352163,261471
597,KERALA,Kottayam,1974551,968289,1006262,1749798,861592,888206,735735,530322,205413,117681,271496,373998,475724,280720,221350,811653,596302,565048
598,KERALA,Alappuzha,2127789,1013142,1114647,1852797,890552,962245,804471,536738,267733,133039,334339,418953,573306,274789,198858,891512,648522,585591
599,KERALA,Pathanamthitta,1197412,561716,635696,1062553,499181,563372,392794,281854,110940,64054,146138,202197,371128,172884,123549,479207,346161,370887
600,KERALA,Kollam,2635375,1246968,1388407,2240273,1074345,1165928,912025,644362,267663,172247,406592,562529,595191,307950,233402,1177359,795245,660965
601,KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1354857,1430551,1231669,864101,367568,206328,460690,642470,682156,389161,381782,1488441,989238,820024
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
602,TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1495711,1296010,1538054,1103563,434491,181452,461918,600731,622789,303091,451321,1925296,1154775,643614
603,TAMIL NADU,Chennai,4646732,2335844,2310888,3776276,1968079,1808197,1817297,1369302,447995,167207,516445,720331,801050,464207,905515,2271657,1468902,899279
604,TAMIL NADU,Kancheepuram,3998252,2012958,1985294,3013382,1611461,1401921,1673814,1181308,492506,183054,535947,608188,634172,312208,526886,2076492,1200284,715895
605,TAMIL NADU,Vellore,3936331,1961688,1974643,2773928,1504355,1269573,1689330,1123874,565456,191963,721473,719731,641585,311434,308514,2096113,1116437,720713
606,TAMIL NADU,Tiruvannamalai,2464875,1235889,1228986,1626813,909803,717010,1238177,738995,499182,203879,442688,423135,343955,174560,158041,1301347,683904,477668
607,TAMIL NADU,Viluppuram,3458873,1740819,1718054,2195776,1234479,961297,1703249,1017383,685866,202930,646306,549742,508930,246856,229726,1881463,949892,624042
608,TAMIL NADU,Salem,3482056,1781571,1700485,2285562,1285107,1000455,1694160,1083797,610363,188672,571061,518763,457866,242306,296399,1737345,1029479,713294
609,TAMIL NADU,Namakkal,1726601,869280,857321,1176131,653312,522819,898245,531463,366782,123573,297179,247516,214836,126468,169206,817905,510413,397064
610,TAMIL NADU,Erode,2251744,1129868,1121876,1492662,828300,664362,1195773,732083,463690,175017,345914,319484,269016,155344,215514,1006543,701326,542295
611,TAMIL NADU,The Nilgiris,735394,360143,375251,569647,299447,270200,349974,212172,137802,47555,122821,130678,133569,76132,69657,352516,231451,150804
612,TAMIL NADU,Dindigul,2159775,1080938,1078837,1481834,816180,665654,1105155,665469,439686,207751,386421,372636,282628,153100,163050,1065734,647806,443528
613,TAMIL NADU,Karur,1064493,528184,536309,727044,401726,325318,543298,329034,214264,76629,190229,167466,146666,77874,85595,501585,320645,241843
614,TAMIL NADU,Tiruchirappalli,2722290,1352284,1370006,2038981,1087765,951216,1213979,789206,424773,229415,444023,447474,418930,223178,291506,1346661,797258,575960
615,TAMIL NADU,Perambalur,565223,282157,283066,375823,208011,167812,299726,162639,137087,85210,106751,85101,71650,41447,44025,291371,158218,115151
616,TAMIL NADU,Ariyalur,754894,374703,380191,480604,269582,211022,359851,212547,147304,60697,134123,113437,96860,53934,57524,380484,216103,157771
617,TAMIL NADU,Cuddalore,2605914,1311697,1294217,1815281,1000322,814959,1169880,749633,420247,169844,412237,418769,386652,186394,227530,1364411,764669,473617
618,TAMIL NADU,Nagapattinam,1616450,798127,818323,1213008,640916,572092,671994,461174,210820,136593,323359,313357,249630,122350,125639,828444,463326,323706
619,TAMIL NADU,Thiruvarur,1264277,626693,637584,946471,503085,443386,540168,369853,170315,138960,250163,243773,203450,103908,99082,627880,377118,257116
620,TAMIL NADU,Thanjavur,2405890,1182416,1223474,1790998,944264,846734,974079,680483,293596,138375,431983,419605,373111,178126,222410,1193095,712017,499235
621,TAMIL NADU,Pudukkottai,1618345,803188,815157,1110545,608776,501769,761693,471099,290594,97231,283299,270046,251855,121706,111731,835853,470428,311175
622,TAMIL NADU,Sivaganga,1339101,668672,670429,959744,526304,433440,620171,391305,228866,101778,216931,236700,199263,103903,115894,666218,391356,280462
623,TAMIL NADU,Madurai,3038252,1526475,1511777,2273430,1223810,1049620,1354632,902704,451928,234611,525151,532616,453509,250285,363152,1528178,913715,593827
624,TAMIL NADU,Theni,1245899,625683,620216,870080,479403,390677,591642,368900,222742,90590,219747,213496,156676,95231,101147,618923,373564,252267
625,TAMIL NADU,Virudhunagar,1942288,967709,974579,1398788,760375,638413,950158,579111,371047,163264,398670,317054,230321,138306,167506,987538,575006,378174
626,TAMIL NADU,Ramanathapuram,1353445,682658,670787,978946,536487,442459,602977,392751,210226,246909,293886,236511,189132,105978,97405,708322,389764,252888
627,TAMIL NADU,Thoothukkudi,1750176,865021,885155,1349697,703106,646591,748095,503727,244368,153922,372036,315817,227154,133010,155613,887717,499377,361374
628,TAMIL NADU,Tirunelveli,3077233,1520912,1556321,2273457,1210710,1062747,1436454,876175,560279,263517,618656,517646,390495,220088,247635,1554277,876129,644563
629,TAMIL NADU,Kanniyakumari,1870374,926345,944029,1548738,780541,768197,679620,524629,154991,134236,331559,314029,322511,226312,254107,887052,556548,425849
630,TAMIL NADU,Dharmapuri,1506843,774303,732540,917709,527599,390110,751170,446057,305113,129778,240222,221194,177877,103367,112592,804186,434328,267536
631,TAMIL NADU,Krishnagiri,1879809,960232,919577,1187958,667062,520896,877779,561634,316145,135813,290351,289026,276694,133744,137081,1034474,533183,311238
632,TAMIL NADU,Coimbatore,3458045,1729297,1728748,2635907,1394790,1241117,1567950,1083125,484825,220388,466745,523563,526165,273098,440520,1579517,1117221,757738
633,TAMIL NADU,Tiruppur,2479052,1246159,1232893,1760566,959623,800943,1266137,819783,446354,192583,444390,369432,298635,170870,179733,1177987,794639,504674
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
634,PONDICHERRY,Yanam,55626,27301,28325,39274,19919,19355,16760,14047,2713,3804,10954,8806,8044,4101,3836,31973,15235,8402
635,PONDICHERRY,PONDICHERRY,950289,468258,482031,726649,380946,345703,348105,256652,91453,61364,127754,150478,152482,81519,134067,473705,299746,176204
636,PONDICHERRY,Mahe,41816,19143,22673,36470,16610,19860,11802,9093,2709,2948,6043,7930,8773,5711,4475,19760,12543,9428
637,PONDICHERRY,Karaikal,200222,97809,102413,154916,79903,75013,68301,53139,15162,18943,32899,33458,29456,15930,18998,102333,60089,37434
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
638,ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842,20727,16115,25332,15397,9935,17125,12714,4411,2406,5984,7699,6325,3668,1300,18786,12088,5922
639,ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597,54861,50736,78683,43186,35497,38579,30612,7967,16126,21215,21293,12707,10042,5133,57350,30741,17464
640,ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142,127283,110859,190266,105794,84472,96831,77563,19268,16301,33267,42741,42150,29910,22388,128402,76332,33128
